Station Name,Mean Temperature (C),Total Precipitation (mm),Province,Year
COLEMAN,14.0,56.6,Alberta,1971
COLUMBIA ICEFIELD,9.1,32.7,Alberta,1971
ELBOW RS,12.5,44.8,Alberta,1971
GHOST RS,13.9,80.5,Alberta,1971
GRAVE FLATS LO,9.5,103.8,Alberta,1971
HIGHWOOD AU (B1),12.7,32.0,Alberta,1971
IRONSTONE LO,11.7,45.8,Alberta,1971
JASPER,14.9,84.3,Alberta,1971
KANANASKIS,14.8,34.0,Alberta,1971
KANANASKIS BOUNDARY RS,13.8,20.5,Alberta,1971
KANANASKIS LO,11.3,47.5,Alberta,1971
KISKA LO,11.0,52.7,Alberta,1971
LAKE LOUISE,12.3,36.2,Alberta,1971
LIVINGSTONE LO,11.7,49.9,Alberta,1971
MOCKINGBIRD LO,12.9,54.0,Alberta,1971
MOUNT EISENHOWER,12.3,27.4,Alberta,1971
NORDEGG RS,12.4,70.7,Alberta,1971
PEKISKO,13.3,33.5,Alberta,1971
PIGEON LO,13.3,36.4,Alberta,1971
PORCUPINE LO,13.8,59.5,Alberta,1971
RASPBERRY LO,9.8,32.7,Alberta,1971
RED DEER RS,12.0,38.7,Alberta,1971
SHEEP RS,13.4,47.8,Alberta,1971
TORRENS LO,10.6,178.6,Alberta,1971
WHISTLER LO,14.0,20.1,Alberta,1971
WILLOW CREEK,13.8,50.5,Alberta,1971
CLARESHOLM TROUT CREEK,15.9,45.8,Alberta,1971
ADAMS CREEK LO,8.7,76.4,Alberta,1971
ALGAR LO,14.5,97.1,Alberta,1971
ANSELL LO,14.0,185.9,Alberta,1971
ATHABASCA 2,15.7,107.0,Alberta,1971
ATHABASCA LO,12.5,194.1,Alberta,1971
BERLAND LO,13.5,225.1,Alberta,1971
BIRCH MOUNTAIN LO,14.1,45.4,Alberta,1971
BITUMONT LO,16.2,58.2,Alberta,1971
BUCKTON LO,13.6,37.2,Alberta,1971
CAMPSIE,15.5,147.5,Alberta,1971
CARROT CREEK LO,14.3,180.3,Alberta,1971
CHISHOLM LO,14.7,101.6,Alberta,1971
CHRISTINA LO,14.7,96.3,Alberta,1971
CONKLIN LO,15.1,92.6,Alberta,1971
COWPAR LO,15.2,103.9,Alberta,1971
DEER MOUNTAIN LO,13.3,189.1,Alberta,1971
EAGLE LO,13.9,176.6,Alberta,1971
EDSON A,14.4,208.5,Alberta,1971
ENILDA LO,15.8,89.7,Alberta,1971
ENTRANCE,13.8,194.8,Alberta,1971
ENTRANCE RS,13.8,155.5,Alberta,1971
FLATTOP LO,14.2,153.0,Alberta,1971
FORT MCMURRAY A,15.9,48.6,Alberta,1971
GOOSE MOUNTAIN LO,12.0,192.1,Alberta,1971
GORDON LAKE LO,15.4,55.6,Alberta,1971
GRANDE LO,15.5,61.1,Alberta,1971
HEART LAKE LO,14.4,145.4,Alberta,1971
HIGH PRAIRIE,15.3,102.6,Alberta,1971
HINTON FTS,14.6,164.2,Alberta,1971
HOUSE MOUNTAIN LO,12.9,169.4,Alberta,1971
HUCKLEBERRY LO,12.8,182.9,Alberta,1971
JASPER EAST GATE,15.4,166.4,Alberta,1971
JOHNSON LAKE LO,15.0,65.3,Alberta,1971
KEANE LO,16.0,46.1,Alberta,1971
KINUSO RS,16.0,99.9,Alberta,1971
LIVOCK LO,15.6,74.5,Alberta,1971
LOVETT LO,12.9,162.1,Alberta,1971
LUNNFORD,15.4,125.4,Alberta,1971
MARTEN MOUNTAIN LO,14.2,128.0,Alberta,1971
MAYBERNE LO,12.4,254.9,Alberta,1971
MAY LO,14.5,118.7,Alberta,1971
MERIDIAN LO,14.1,136.8,Alberta,1971
MOBERLY LO,11.2,207.7,Alberta,1971
MUSKEG LO,14.9,80.5,Alberta,1971
NITON JUNCTION CDA EPF,14.3,228.7,Alberta,1971
OBED LO,11.8,232.0,Alberta,1971
PASS CREEK LO,13.9,209.0,Alberta,1971
PELICAN MOUNTAIN LO,14.7,154.9,Alberta,1971
PIMPLE LO,13.6,228.9,Alberta,1971
PRIMROSE LO,14.5,116.6,Alberta,1971
RICHARDSON LO,16.6,45.5,Alberta,1971
ROBB RS,13.8,140.8,Alberta,1971
ROUND HILL LO,15.0,122.9,Alberta,1971
SALT PRAIRIE LO,15.2,112.0,Alberta,1971
SAND RIVER LO,14.6,75.4,Alberta,1971
SANGUDO ROYDALE,15.4,155.1,Alberta,1971
SHINING BANK,14.7,171.1,Alberta,1971
SLAVE LAKE A,15.4,106.6,Alberta,1971
SMITH RS,15.4,98.6,Alberta,1971
STONEY MOUNTAIN LO,14.6,123.0,Alberta,1971
SWAN DIVE LO,13.2,234.0,Alberta,1971
TAR ISLAND,16.3,49.7,Alberta,1971
THICKWOOD LO,15.2,109.5,Alberta,1971
TOM HILL LO,12.9,205.9,Alberta,1971
TONY LO,14.4,172.6,Alberta,1971
VEGA,15.8,120.9,Alberta,1971
VEGA LO,15.3,120.6,Alberta,1971
WAGNER,15.4,94.4,Alberta,1971
WANDERING RIVER RS,14.5,111.9,Alberta,1971
WHITECOURT,15.1,192.8,Alberta,1971
WHITECOURT LO,13.0,281.2,Alberta,1971
WINEFRED LO,14.3,91.3,Alberta,1971
WOLF LO,14.1,199.8,Alberta,1971
YELLOWHEAD LO,13.3,147.9,Alberta,1971
FORT ASSINIBOINE,14.9,170.1,Alberta,1971
ADAIR LO,16.4,24.7,Alberta,1971
AMBER LO,15.9,73.2,Alberta,1971
BALD MOUNTAIN LO,15.3,138.3,Alberta,1971
BATTLE RIVER LO,16.3,55.9,Alberta,1971
BEAVERLODGE CDA,15.7,66.0,Alberta,1971
BASSET LO,15.3,60.7,Alberta,1971
BISON LO,16.0,61.6,Alberta,1971
BLUEBERRY MTN CDA EPF,16.0,74.8,Alberta,1971
BUFFALO LO,14.8,60.2,Alberta,1971
CADOTTE LO,15.7,52.6,Alberta,1971
CHINCHAGA LO,13.5,49.3,Alberta,1971
CHIPEWYAN LAKES LO,15.9,75.8,Alberta,1971
CLEAR HILLS LO,14.8,54.2,Alberta,1971
CODESA LO,14.8,97.0,Alberta,1971
COPTON LO,10.3,128.7,Alberta,1971
DEADWOOD LO,15.6,42.5,Alberta,1971
DEBOLT RS,16.1,71.9,Alberta,1971
DEMMITT CDA EPF,15.2,89.4,Alberta,1971
DOIG LO,14.3,72.2,Alberta,1971
DOUCETTE LO,15.6,115.1,Alberta,1971
ECONOMY LO,15.6,163.3,Alberta,1971
EDRA LO,13.8,62.4,Alberta,1971
ELMWORTH CDA EPF,15.4,103.5,Alberta,1971
EUREKA RIVER,13.9,57.4,Alberta,1971
FAIRVIEW,16.6,47.7,Alberta,1971
FAIRVIEW FSA,16.4,45.6,Alberta,1971
FALHER,16.5,78.5,Alberta,1971
FOGGY LO,13.7,28.7,Alberta,1971
FONTAS LO,14.3,56.6,Alberta,1971
FORT CHIPEWYAN A,15.8,94.5,Alberta,1971
FORT VERMILION CDA,17.7,16.7,Alberta,1971
GOODFARE CDA EPF,14.9,92.8,Alberta,1971
GRANDE PRAIRIE A,16.6,98.6,Alberta,1971
HAWK HILLS LO,16.3,46.4,Alberta,1971
HIGH LEVEL A,16.6,44.5,Alberta,1971
HINES CREEK RS,15.5,79.4,Alberta,1971
HOTCHKISS LO,14.9,62.8,Alberta,1971
JEAN LO,15.0,55.6,Alberta,1971
KAKWA LO,13.7,150.9,Alberta,1971
KEG RIVER,16.9,62.5,Alberta,1971
KEG RIVER RS,16.1,36.3,Alberta,1971
KEG LO,14.6,56.5,Alberta,1971
LAMBERT CREEK LO,14.6,65.4,Alberta,1971
LEGEND LO,14.5,41.3,Alberta,1971
MANNING RS,17.7,62.5,Alberta,1971
MCLENNAN CDA EPF,16.0,69.3,Alberta,1971
MCLENNAN RS,16.0,85.4,Alberta,1971
MUSKWA LO,15.6,102.4,Alberta,1971
NAYLOR HILLS LO,16.1,45.2,Alberta,1971
NOSE MOUNTAIN LO,12.5,211.9,Alberta,1971
NOTIKEWIN LO,15.3,103.0,Alberta,1971
NOTIKEWIN EAST,16.8,48.0,Alberta,1971
OTTER LAKES LO,15.3,46.9,Alberta,1971
PANNY LO,15.7,34.5,Alberta,1971
PARSON LAKE TOWER,16.2,37.3,Alberta,1971
PEACE RIVER A,16.2,45.0,Alberta,1971
PINTO LO,14.7,175.8,Alberta,1971
PONTON LO,13.8,27.4,Alberta,1971
PUSKWASKAU LO,14.9,131.3,Alberta,1971
RAINBOW RS,15.3,39.1,Alberta,1971
RED EARTH LO,15.6,43.4,Alberta,1971
RYCROFT,16.3,78.4,Alberta,1971
SADDLE HILLS LO,14.8,104.4,Alberta,1971
SIMONETTE LO,13.1,185.3,Alberta,1971
RAINBOW LO,16.4,50.0,Alberta,1971
SMOKY LO,14.0,173.1,Alberta,1971
SNUFF MOUNTAIN LO,14.4,130.4,Alberta,1971
SOUTH WAPITI RS,13.6,52.1,Alberta,1971
SPIRIT RIVER RS,17.2,82.0,Alberta,1971
STEEN LO,14.9,13.7,Alberta,1971
SWEATHOUSE LO,14.5,118.5,Alberta,1971
TALBOT LAKE LO,15.0,40.4,Alberta,1971
TEEPEE LO,14.4,89.5,Alberta,1971
TROUT MOUNTAIN LO,14.4,60.3,Alberta,1971
VALLEYVIEW RS,15.9,110.6,Alberta,1971
WABASCA RS,16.2,133.9,Alberta,1971
WADLIN LO,15.0,54.4,Alberta,1971
WANHAM CDA,16.8,65.9,Alberta,1971
WATINO,17.5,56.2,Alberta,1971
WATT MOUNTAIN LO,15.1,35.7,Alberta,1971
WHITEFISH LO,15.3,61.6,Alberta,1971
WHITE MOUNTAIN LO,14.5,106.7,Alberta,1971
WHITEMUD LO,15.5,84.4,Alberta,1971
WHITESAND LO,12.6,67.4,Alberta,1971
WORSLEY RS,15.7,89.3,Alberta,1971
YATES LO,16.1,38.7,Alberta,1971
ZAMA LO,15.7,74.5,Alberta,1971
DAVIDSON LAKE TOWER,16.3,26.8,Alberta,1971
CLEARDALE,15.6,35.3,Alberta,1971
COLD LAKE A,15.8,179.3,Alberta,1971
IRON RIVER,15.9,99.2,Alberta,1971
LA COREY RS,14.8,89.4,Alberta,1971
AMULET,16.7,39.4,Saskatchewan,1971
BANGOR,15.7,77.6,Saskatchewan,1971
BROADVIEW,15.3,60.5,Saskatchewan,1971
CANORA,15.4,74.7,Saskatchewan,1971
CARDROSS,17.2,30.0,Saskatchewan,1971
CARLYLE,16.0,51.1,Saskatchewan,1971
CARON,17.4,60.2,Saskatchewan,1971
CEYLON,17.0,35.9,Saskatchewan,1971
COTE,15.6,78.7,Saskatchewan,1971
CUPAR,16.3,42.2,Saskatchewan,1971
DAVIDSON,16.3,71.3,Saskatchewan,1971
DUVAL,16.5,68.7,Saskatchewan,1971
DYSART,15.5,64.9,Saskatchewan,1971
ESTEVAN A,17.4,47.8,Saskatchewan,1971
FERTILE,16.4,38.8,Saskatchewan,1971
FOAM LAKE,15.7,90.9,Saskatchewan,1971
FORT QU'APPELLE,17.0,37.7,Saskatchewan,1971
FRANCIS,15.8,28.4,Saskatchewan,1971
GOOD SPIRIT LAKE,15.5,97.5,Saskatchewan,1971
GRENFELL,15.8,47.4,Saskatchewan,1971
HUBBARD,15.3,65.4,Saskatchewan,1971
HUMBOLDT,16.0,144.9,Saskatchewan,1971
INDIAN HEAD CDA,16.3,74.7,Saskatchewan,1971
INDIAN HEAD PFRA,16.4,65.9,Saskatchewan,1971
KELLIHER,14.9,82.2,Saskatchewan,1971
KIPLING,15.2,55.1,Saskatchewan,1971
KRISTNES,15.3,99.7,Saskatchewan,1971
KRONAU,15.8,52.7,Saskatchewan,1971
KUROKI,14.8,134.6,Saskatchewan,1971
LANGENBURG,15.7,125.9,Saskatchewan,1971
LIBERTY,16.6,62.2,Saskatchewan,1971
LIPTON,15.4,47.3,Saskatchewan,1971
LUMSDEN,17.2,57.5,Saskatchewan,1971
LUMSDEN 3,16.6,74.4,Saskatchewan,1971
MARYFIELD,16.0,45.7,Saskatchewan,1971
MELVILLE,15.6,57.7,Saskatchewan,1971
MIDALE,16.6,32.4,Saskatchewan,1971
MOOSE JAW A,17.6,45.4,Saskatchewan,1971
MOOSOMIN,16.0,44.5,Saskatchewan,1971
MUENSTER,15.4,130.1,Saskatchewan,1971
NOKOMIS,16.2,80.0,Saskatchewan,1971
ORMISTON,17.6,26.1,Saskatchewan,1971
OXBOW,16.3,46.1,Saskatchewan,1971
PASWEGIN,15.3,150.0,Saskatchewan,1971
PREECEVILLE,15.1,94.8,Saskatchewan,1971
QU'APPELLE 1,16.0,61.6,Saskatchewan,1971
RAYMORE,15.5,128.7,Saskatchewan,1971
REDVERS,16.1,37.5,Saskatchewan,1971
REGINA A,16.5,44.1,Saskatchewan,1971
REGINA CDA,16.3,36.8,Saskatchewan,1971
REGINA CITY GREENHOUSES,16.7,45.6,Saskatchewan,1971
REGINA KING,16.0,30.0,Saskatchewan,1971
ROCANVILLE,16.4,63.9,Saskatchewan,1971
SEMANS,16.1,121.1,Saskatchewan,1971
STRASBOURG,16.8,73.0,Saskatchewan,1971
TUGASKE,16.6,46.4,Saskatchewan,1971
VEREGIN,16.0,84.5,Saskatchewan,1971
WATROUS,16.2,121.4,Saskatchewan,1971
WEYBURN,16.9,29.5,Saskatchewan,1971
WILCOX,17.1,47.6,Saskatchewan,1971
WISHART,15.6,122.2,Saskatchewan,1971
WOLSELEY,15.9,70.8,Saskatchewan,1971
WYNYARD,15.8,106.1,Saskatchewan,1971
YELLOW GRASS,16.4,44.2,Saskatchewan,1971
YORKTON A,15.6,92.1,Saskatchewan,1971
REGINA UNIVERSITY,16.8,35.4,Saskatchewan,1971
ABBEY,17.6,36.5,Saskatchewan,1971
ANEROID,17.7,36.6,Saskatchewan,1971
BEECHY,16.7,47.8,Saskatchewan,1971
BIRSAY,16.9,56.3,Saskatchewan,1971
BISHOPRIC,17.2,45.7,Saskatchewan,1971
CABRI,17.4,36.6,Saskatchewan,1971
CODERRE,16.9,47.7,Saskatchewan,1971
EASTLEIGH,15.9,63.4,Saskatchewan,1971
ELBOW,16.7,66.2,Saskatchewan,1971
ESTON,16.1,48.9,Saskatchewan,1971
GARDEN HEAD,16.5,12.0,Saskatchewan,1971
GOLDEN PRAIRIE,17.5,29.2,Saskatchewan,1971
GRAVELBOURG,17.9,57.6,Saskatchewan,1971
GRAVELBOURG CDA EPF,17.6,55.3,Saskatchewan,1971
GULL LAKE CDA EPF,16.2,15.1,Saskatchewan,1971
HUGHTON,17.1,61.7,Saskatchewan,1971
INGEBRIGHT LAKE,18.1,16.8,Saskatchewan,1971
INSTOW,16.1,31.5,Saskatchewan,1971
KINCAID,17.7,40.7,Saskatchewan,1971
KLINTONEL,14.6,21.7,Saskatchewan,1971
LEADER 2,17.0,46.9,Saskatchewan,1971
LIMERICK,17.4,28.6,Saskatchewan,1971
MAPLE CREEK NORTH,18.4,8.1,Saskatchewan,1971
PALMER,16.6,71.5,Saskatchewan,1971
PENNANT,16.8,25.2,Saskatchewan,1971
ROADENE,17.9,21.3,Saskatchewan,1971
RUSH LAKE,16.1,38.1,Saskatchewan,1971
SHAMROCK,16.8,61.7,Saskatchewan,1971
SHAUNAVON,16.7,29.1,Saskatchewan,1971
SWIFT CURRENT A,16.3,41.5,Saskatchewan,1971
SWIFT CURRENT CDA SRL,17.0,42.8,Saskatchewan,1971
SWIFT CURRENT CDA,16.8,42.7,Saskatchewan,1971
CLAYDON,18.2,23.7,Saskatchewan,1971
CONSUL,16.2,18.8,Saskatchewan,1971
CORONACH,17.2,34.6,Saskatchewan,1971
CYPRESS HILLS PARK,15.8,33.3,Saskatchewan,1971
EAST POPLAR RIVER,17.9,20.2,Saskatchewan,1971
MANKOTA,16.9,11.4,Saskatchewan,1971
MANKOTA 2,17.1,7.3,Saskatchewan,1971
MINTON,17.1,36.4,Saskatchewan,1971
NASHLYN,17.0,12.5,Saskatchewan,1971
ROCKGLEN (AUT),17.1,27.9,Saskatchewan,1971
SENATE,17.7,13.8,Saskatchewan,1971
VAL-MARIE,17.1,39.7,Saskatchewan,1971
WEST POPLAR RIVER,16.7,18.2,Saskatchewan,1971
WILLOW CREEK,18.1,10.9,Saskatchewan,1971
BAD LAKE IHD 102,16.5,61.5,Saskatchewan,1971
BIGGAR,15.9,125.3,Saskatchewan,1971
BUTTE ST PIERRE,14.7,122.8,Saskatchewan,1971
CANDO,14.9,93.5,Saskatchewan,1971
DENZIL,15.9,119.2,Saskatchewan,1971
GLASLYN CDA EPF,14.9,117.5,Saskatchewan,1971
HILLMOND,15.3,108.1,Saskatchewan,1971
KINDERSLEY,16.2,78.8,Saskatchewan,1971
KINDERSLEY CDA EPF,15.3,20.0,Saskatchewan,1971
KINDERSLEY KY,16.4,78.4,Saskatchewan,1971
LASHBURN,15.5,108.3,Saskatchewan,1971
LOVERNA CDA EPF,16.4,75.7,Saskatchewan,1971
MACKLIN,15.7,119.3,Saskatchewan,1971
NORTH BATTLEFORD A,16.5,116.0,Saskatchewan,1971
PAYNTON,16.1,89.3,Saskatchewan,1971
PRINCE,15.7,99.9,Saskatchewan,1971
RABBIT LAKE,14.4,104.9,Saskatchewan,1971
ROSETOWN CDA EPF,16.5,80.5,Saskatchewan,1971
ST WALBURG,15.5,109.2,Saskatchewan,1971
SCOTSTOWN,14.9,155.0,Saskatchewan,1971
SCOTT CDA,15.3,124.7,Saskatchewan,1971
WASECA,15.5,92.0,Saskatchewan,1971
ASQUITH,16.3,125.7,Saskatchewan,1971
CAMEO,15.4,156.5,Saskatchewan,1971
DANA CFB,15.7,178.1,Saskatchewan,1971
DUNDURN,16.2,155.3,Saskatchewan,1971
HAFFORD,15.2,131.5,Saskatchewan,1971
HAGUE,15.9,222.9,Saskatchewan,1971
HARRIS,16.0,42.1,Saskatchewan,1971
KRYDOR,15.9,139.5,Saskatchewan,1971
LENEY,16.1,111.0,Saskatchewan,1971
MELFORT CDA,14.9,142.7,Saskatchewan,1971
OUTLOOK,17.3,113.7,Saskatchewan,1971
OUTLOOK PFRA,17.2,105.4,Saskatchewan,1971
PILGER,15.8,120.4,Saskatchewan,1971
PRINCE ALBERT A,15.4,165.9,Saskatchewan,1971
ST LOUIS,16.0,158.1,Saskatchewan,1971
SASKATOON A,16.4,142.2,Saskatchewan,1971
SASKATOON SRC,16.4,125.9,Saskatchewan,1971
VALLEY PARK,16.7,150.9,Saskatchewan,1971
BRABANT LAKE,15.1,102.8,Saskatchewan,1971
BUFFALO NARROWS,15.4,32.4,Saskatchewan,1971
CREE LAKE,14.4,40.2,Saskatchewan,1971
ISLAND FALLS,15.0,100.6,Saskatchewan,1971
LA RONGE A,14.9,194.2,Saskatchewan,1971
LOON LAKE CDA EPF,15.6,95.9,Saskatchewan,1971
MEADOW LAKE,15.8,165.2,Saskatchewan,1971
MOLANOSA,14.2,149.1,Saskatchewan,1971
STONY RAPIDS,14.3,30.0,Saskatchewan,1971
URANIUM CITY A,16.1,6.0,Saskatchewan,1971
VICTOIRE,15.5,151.4,Saskatchewan,1971
WASKESIU LAKE,15.4,107.6,Saskatchewan,1971
WHITESAND DAM,13.1,89.0,Saskatchewan,1971
AYLSHAM,15.9,141.1,Saskatchewan,1971
CHOICELAND,14.2,148.1,Saskatchewan,1971
LOST RIVER,15.5,155.5,Saskatchewan,1971
ARRAN,15.2,115.4,Saskatchewan,1971
ARRAN 23N,14.9,104.5,Saskatchewan,1971
HUDSON BAY,15.5,89.2,Saskatchewan,1971
PELLY,14.6,125.2,Saskatchewan,1971
PORCUPINE PLAIN,15.4,153.5,Saskatchewan,1971
PRAIRIE RIVER,14.6,133.1,Saskatchewan,1971
SOMME CDA EPF,15.7,126.5,Saskatchewan,1971
BALDUR,17.2,51.5,Manitoba,1971
BEDE,17.3,39.3,Manitoba,1971
BIRTLE,15.9,88.2,Manitoba,1971
BRANDON A,16.3,106.6,Manitoba,1971
BRANDON CDA,16.7,113.6,Manitoba,1971
CARBERRY,17.0,90.9,Manitoba,1971
CYPRESS RIVER,17.4,89.3,Manitoba,1971
DELORAINE,17.1,43.1,Manitoba,1971
DELORAINE 2,16.6,58.4,Manitoba,1971
GLENBORO,16.9,86.8,Manitoba,1971
GOODLANDS CDA EPF,16.9,50.2,Manitoba,1971
HAMIOTA,16.2,62.2,Manitoba,1971
HARDING,15.8,76.4,Manitoba,1971
MINNEDOSA,15.1,89.7,Manitoba,1971
OAKNER,15.7,87.4,Manitoba,1971
PIERSON,17.4,51.3,Manitoba,1971
PORTAGE LA PRAIRIE,17.5,97.8,Manitoba,1971
PORTAGE SOUTHPORT A,17.1,108.8,Manitoba,1971
PORTAGE LA PRAIRIE 2,17.1,87.6,Manitoba,1971
ROBLIN,15.4,103.8,Manitoba,1971
ROSSBURN,15.5,102.3,Manitoba,1971
ROSSBURN 10N,14.5,102.8,Manitoba,1971
RUSSELL,15.4,85.0,Manitoba,1971
SOMERSET,16.0,105.8,Manitoba,1971
STRATHCLAIR,15.2,89.0,Manitoba,1971
VIRDEN,17.2,44.1,Manitoba,1971
WASAGAMING,14.1,104.8,Manitoba,1971
ALTONA,17.7,56.9,Manitoba,1971
BOISSEVAIN,16.9,65.2,Manitoba,1971
CARTWRIGHT,17.2,80.6,Manitoba,1971
DEERWOOD,17.0,109.1,Manitoba,1971
DUFROST,17.1,80.4,Manitoba,1971
DUGALD,16.5,66.5,Manitoba,1971
EMERSON,18.2,75.1,Manitoba,1971
GLENLEA,16.9,83.5,Manitoba,1971
GRAYSVILLE,16.7,113.8,Manitoba,1971
KILLARNEY,17.8,53.1,Manitoba,1971
MANITOU,16.0,74.3,Manitoba,1971
MARQUETTE,17.1,108.0,Manitoba,1971
MORDEN,18.2,73.0,Manitoba,1971
MORDEN CDA,17.8,82.4,Manitoba,1971
MORRIS,17.3,81.4,Manitoba,1971
MYRTLE,16.4,81.0,Manitoba,1971
NINETTE,18.0,56.8,Manitoba,1971
NIVERVILLE,16.6,84.8,Manitoba,1971
PEACE GARDENS,16.0,122.6,Manitoba,1971
PETERSFIELD,16.6,69.5,Manitoba,1971
PILOT MOUND (AUT),16.0,114.4,Manitoba,1971
PLUM COULEE,17.9,58.7,Manitoba,1971
RATHWELL,16.5,104.6,Manitoba,1971
ROLAND,16.9,71.2,Manitoba,1971
ST NORBERT,16.8,94.6,Manitoba,1971
SELKIRK,17.1,75.1,Manitoba,1971
SPRAGUE,16.1,109.1,Manitoba,1971
STARBUCK,17.0,128.8,Manitoba,1971
STEINBACH,16.8,77.5,Manitoba,1971
STONEWALL,16.5,111.8,Manitoba,1971
TEULON,16.1,52.2,Manitoba,1971
VITA,16.8,64.4,Manitoba,1971
WINNIPEG INT'L A,16.4,115.0,Manitoba,1971
WINNIPEG STP,17.2,99.5,Manitoba,1971
ARBORG,15.7,72.8,Manitoba,1971
BEAUSEJOUR,16.8,59.7,Manitoba,1971
BEAUSEJOUR 2,16.5,65.4,Manitoba,1971
BISSETT,15.5,80.1,Manitoba,1971
BROAD VALLEY,16.5,53.4,Manitoba,1971
CHATFIELD,16.2,63.6,Manitoba,1971
FALCON LAKE TCPL 45,16.1,77.7,Manitoba,1971
FRASERWOOD,16.2,57.7,Manitoba,1971
GEORGE ISLAND,15.9,80.9,Manitoba,1971
GIMLI A,16.7,77.4,Manitoba,1971
GRAND RAPIDS,15.6,65.7,Manitoba,1971
GRAND RAPIDS HYDRO,15.8,49.4,Manitoba,1971
GREAT FALLS,17.1,56.7,Manitoba,1971
HODGSON 2,15.5,76.5,Manitoba,1971
INDIAN BAY,16.1,93.0,Manitoba,1971
PINAWA WNRE,16.3,51.4,Manitoba,1971
PINE DOCK,16.3,111.9,Manitoba,1971
PINE FALLS,16.4,60.5,Manitoba,1971
ROSS,15.8,71.2,Manitoba,1971
SPRUCE TCPL 43,16.4,103.0,Manitoba,1971
ASHERN,15.6,54.2,Manitoba,1971
BIRCH RIVER,15.7,103.9,Manitoba,1971
DAUPHIN A,16.3,68.3,Manitoba,1971
DELTA MARSH CS,17.5,83.4,Manitoba,1971
DELTA WATERFOWL RS,17.9,100.2,Manitoba,1971
ERIKSDALE,16.7,74.8,Manitoba,1971
GILBERT PLAINS,15.8,51.8,Manitoba,1971
GRASS RIVER,16.7,67.2,Manitoba,1971
GYPSUMVILLE,15.7,50.5,Manitoba,1971
KELWOOD,16.6,91.7,Manitoba,1971
LANGRUTH,17.0,79.7,Manitoba,1971
LUNDAR 4SW,17.0,65.2,Manitoba,1971
MEADOW PORTAGE,16.6,78.5,Manitoba,1971
NEEPAWA WATER,16.5,111.1,Manitoba,1971
OCHRE RIVER,16.8,71.5,Manitoba,1971
PINE RIVER,16.6,96.8,Manitoba,1971
PLUMAS,17.1,87.3,Manitoba,1971
RIDING MOUNTAIN PARK,14.5,94.6,Manitoba,1971
ST AMBROISE,16.6,93.8,Manitoba,1971
SWAN RIVER,16.3,96.4,Manitoba,1971
VOGAR,17.1,79.4,Manitoba,1971
WILSON CREEK WEIR CS,16.8,89.6,Manitoba,1971
FLIN FLON,16.0,92.6,Manitoba,1971
FLIN FLON A,15.4,71.4,Manitoba,1971
FLIN FLON CFB,15.4,79.8,Manitoba,1971
PASQUIA PROJECT,15.2,65.5,Manitoba,1971
THE PAS A,15.4,60.5,Manitoba,1971
WANLESS,14.9,64.2,Manitoba,1971
BROCHET A,13.5,78.0,Manitoba,1971
CHURCHILL A,10.2,55.6,Manitoba,1971
GILLAM A,13.4,157.4,Manitoba,1971
ISLAND LAKE A,14.9,84.4,Manitoba,1971
KETTLE GS,14.1,160.7,Manitoba,1971
LYNN LAKE A,13.7,118.7,Manitoba,1971
RUTTAN LAKE,12.8,156.1,Manitoba,1971
THOMPSON A,13.8,163.1,Manitoba,1971
WHISKEY JACK,14.7,76.4,Manitoba,1971
NORWAY HOUSE FORESTRY,16.0,108.5,Manitoba,1971
BIG TROUT LAKE,13.9,96.0,Ontario,1971
CENTRAL PATRICIA,14.1,169.8,Ontario,1971
EAR FALLS,16.1,107.9,Ontario,1971
LANSDOWNE HOUSE,14.7,186.6,Ontario,1971
PICKLE LAKE (AUT),15.1,152.8,Ontario,1971
RED LAKE A,15.8,66.8,Ontario,1971
ATIKOKAN,15.1,86.1,Ontario,1971
FORT FRANCES,17.3,77.2,Ontario,1971
MINE CENTRE,16.9,67.0,Ontario,1971
SLEEMAN,16.6,65.9,Ontario,1971
STRATTON,16.1,69.4,Ontario,1971
DRYDEN,16.3,94.3,Ontario,1971
DRYDEN A,16.4,82.2,Ontario,1971
IGNACE TCPL 58,16.4,65.3,Ontario,1971
KENORA A,16.5,87.0,Ontario,1971
MARTIN TCPL 60,15.6,49.0,Ontario,1971
RAWSON LAKE,16.6,89.0,Ontario,1971
SIOUX LOOKOUT A,16.1,72.2,Ontario,1971
VERMILION BAY TCPL 52,15.7,101.5,Ontario,1971
WATCOMB,15.2,77.2,Ontario,1971
ABITIBI CAMP 228,15.5,43.1,Ontario,1971
ABITIBI CAMP 230,14.6,35.9,Ontario,1971
AGUASABON,11.8,82.4,Ontario,1971
ARMSTRONG (AUT),13.9,64.6,Ontario,1971
BLACK STURGEON LAKE 2,14.9,33.7,Ontario,1971
CAMERON FALLS,14.9,53.5,Ontario,1971
CARAMAT,15.0,90.3,Ontario,1971
CARIBOU ISLAND,9.9,52.1,Ontario,1971
DORION TCPL 70,14.9,90.7,Ontario,1971
GERALDTON,14.2,63.9,Ontario,1971
KAKABEKA FALLS,15.9,60.3,Ontario,1971
MANITOUWADGE,15.2,125.0,Ontario,1971
MARATHON,12.2,136.7,Ontario,1971
SCHREIBER,12.0,107.7,Ontario,1971
SLATE ISLAND,10.6,78.7,Ontario,1971
THUNDER BAY A,16.2,94.1,Ontario,1971
UPSALA,14.6,57.3,Ontario,1971
UPSALA TCPL 62,14.9,64.6,Ontario,1971
